Feature,Mean_Rank,Feature_Count,Appearance_Percentage,Overall_Feature_Importance
18.1223782_additive,1.3333333333333333,9,0.8181818181818182,0.6136363636363636
1.5838176_additive,2.4545454545454546,11,1.0,0.4074074074074074
12.8579787_additive,2.6,10,0.9090909090909091,0.34965034965034963
3.9969997_additive,3.2222222222222223,9,0.8181818181818182,0.2539184952978057
13.9718374_additive,4.6,5,0.45454545454545453,0.09881422924901187
8.4359975_recessive,11.25,4,0.36363636363636365,0.03232323232323232
20.6812703_superadd,12.25,4,0.36363636363636365,0.02968460111317254
2.7144393_additive,7.0,2,0.18181818181818182,0.025974025974025972
4.9572201_recessive,14.75,4,0.36363636363636365,0.02465331278890601
8.5199104_pager,15.25,4,0.36363636363636365,0.023845007451564832
8.1636330_underdominant,15.5,4,0.36363636363636365,0.02346041055718475
12.1121517_pager,15.5,4,0.36363636363636365,0.02346041055718475
10.7313475_superadd,8.0,2,0.18181818181818182,0.022727272727272728
3.2867842_pager,12.0,3,0.2727272727272727,0.022727272727272724
1.6576842_underdominant,12.333333333333334,3,0.2727272727272727,0.02211302211302211
11.220398_subadd,12.333333333333334,3,0.2727272727272727,0.02211302211302211
11.7035327_dominant,9.0,2,0.18181818181818182,0.0202020202020202
13.5124727_dominant,9.0,2,0.18181818181818182,0.0202020202020202
15.9502328_dominant,5.0,1,0.09090909090909091,0.018181818181818184
16.6644099_subadd,21.0,4,0.36363636363636365,0.017316017316017316
5.8458707_pager,10.5,2,0.18181818181818182,0.017316017316017316
9.4586004_additive,21.75,4,0.36363636363636365,0.01671891327063741
14.7142536_recessive,11.5,2,0.18181818181818182,0.015810276679841896
18.2869882_additive,11.5,2,0.18181818181818182,0.015810276679841896
10.7902337_recessive,17.333333333333332,3,0.2727272727272727,0.015734265734265732
8.7777858_additive,23.5,4,0.36363636363636365,0.015473887814313346
2.4382694_pager,6.0,1,0.09090909090909091,0.015151515151515152
5.2017207_superadd,18.666666666666668,3,0.2727272727272727,0.014610389610389608
2.5202606_overdominant,12.5,2,0.18181818181818182,0.014545454545454545
6.8992224_dominant,12.5,2,0.18181818181818182,0.014545454545454545
13.2758083_overdominant,19.333333333333332,3,0.2727272727272727,0.014106583072100314
2.3629213_underdominant,20.0,3,0.2727272727272727,0.013636363636363636
19.4784876_pager,13.5,2,0.18181818181818182,0.013468013468013467
20.8402106_additive,7.0,1,0.09090909090909091,0.012987012987012986
